PU-Code,PU-Name,Ward,Latitude,Longitude,APC_outlier,LP_outlier,PDP_outlier,NNPP_outlier,Neighbors
03-03-04-021,"GOVERNMENT SECONDARY SCH. AFAHA EKET II, ETEBI IDUNG IWAK ROAD",URBAN 1V,4.626377,7.932048,2.916666667,2.666666667,1.083333333,0.666666667,"['03-03-04-006', '03-03-04-008', '03-03-04-011', '03-03-04-012', '03-03-05-015', '03-03-04-020', '03-03-04-022', '03-03-04-023', '03-03-04-025', '03-03-04-026', '03-03-04-033', '03-03-04-036']"
03-03-04-022,"VILLAGE SQUARE ETEBI IDUNG IWAK I, BY GOVERNMENT SECONDARY SCH. ETEBI IDUNG IWAK ROAD.",URBAN 1V,4.626377,7.932048,5.75,27.66666667,11.91666667,0.416666667,"['03-03-04-006', '03-03-04-008', '03-03-04-011', '03-03-04-012', '03-03-05-015', '03-03-04-020', '03-03-04-021', '03-03-04-023', '03-03-04-025', '03-03-04-026', '03-03-04-033', '03-03-04-036']"
03-03-04-023,"VILLAGE SQUARE ETEBI IDUNG IWAK II, BY GOVERNMENT SECONDARY SCH. ETEBI IDUNG IWAK ROAD.",URBAN 1V,4.626377,7.932048,0.333333333,38.5,2.166666667,0.666666667,"['03-03-04-006', '03-03-04-008', '03-03-04-011', '03-03-04-012', '03-03-05-015', '03-03-04-020', '03-03-04-021', '03-03-04-022', '03-03-04-025', '03-03-04-026', '03-03-04-033', '03-03-04-036']"
03-03-04-024,"OPEN SPACE BESIDE TOWN HALL, EKPENE AFAHA EKET BESIDE QUA IBOE CHURCH.",URBAN 1V,5.174447,7.7145152,31.5,94.86842105,18.02631579,1.263157895,"['03-03-04-007', '03-05-09-023', '03-05-11-011', '03-05-11-013', '03-14-01-003', '03-14-01-011', '03-14-02-004', '03-14-11-002', '03-14-11-004', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
03-03-04-025,"OPEN SPACE, BY THE APOSTOLIC CHURCH IDUNG EKAIKO OPPOSITE QUA STEEL",URBAN 1V,4.626377,7.932048,7.25,51.5,13,1.5,"['03-03-04-006', '03-03-04-008', '03-03-04-011', '03-03-04-012', '03-03-05-015', '03-03-04-020', '03-03-04-021', '03-03-04-022', '03-03-04-023', '03-03-04-026', '03-03-04-033', '03-03-04-036']"
03-03-04-026,"VILLAGE SQUARE, EKPENE AFAHA EKET OPPOSITE TOWN HALL BY QUA IBOE CHURCH.",URBAN 1V,4.629523,7.9368139,5.388888889,47.16666667,5.611111111,0.388888889,"['03-03-04-003', '03-03-04-004', '03-03-04-005', '03-03-04-006', '03-03-04-008', '03-03-04-011', '03-03-04-012', '03-03-05-015', '03-03-04-017', '03-03-04-018', '03-03-04-019', '03-03-04-020', '03-03-04-021', '03-03-04-022', '03-03-04-023', '03-03-04-025', '03-03-04-033', '03-03-04-036']"
03-03-04-027,"GOVERNMENT PRIMARY SCH AFAHA EKET I, ALONG AFAHA EKET ROAD.",URBAN 1V,4.635557,7.9259261,4.545454545,80.54545455,4.181818182,1.181818182,"['03-03-04-003', '03-03-04-004', '03-03-04-005', '03-07-03-002', '03-07-03-003', '03-03-06-017', '03-03-03-016', '03-03-03-023', '03-03-04-028', '03-03-04-034', '03-03-04-035']"
03-03-04-028,"GOVERNMENT PRIMARY SCH. AFAHA EKET II, ALONG AFAHA EKET ROAD.",URBAN 1V,4.635557,7.9259261,1.272727273,36.90909091,7.454545455,1,"['03-03-04-003', '03-03-04-004', '03-03-04-005', '03-07-03-002', '03-07-03-003', '03-03-06-017', '03-03-03-016', '03-03-03-023', '03-03-04-027', '03-03-04-034', '03-03-04-035']"
03-03-04-030,"VILLAGE HALL, AFAHA UQUA BESIDE THE APOSTOLIC CHURCH BY AFAHA UQUA ROAD",URBAN 1V,4.650041,7.922707,10.48275862,0.75862069,14.55172414,3.103448276,"['03-03-02-001', '03-03-02-002', '03-03-03-001', '03-03-03-002', '03-03-03-003', '03-03-03-004', '03-03-03-005', '03-03-03-006', '03-03-03-007', '03-03-03-008', '03-07-03-002', '03-07-03-003', '03-03-02-011', '03-03-02-018', '03-03-03-009', '03-03-03-010', '03-03-03-011', '03-03-03-012', '03-03-03-013', '03-03-03-017', '03-03-03-018', '03-03-03-019', '03-03-03-020', '03-03-03-021', '03-03-03-022', '03-03-03-024', '03-03-03-025', '03-03-03-027', '03-03-03-028']"
03-03-04-031,"TOWN HALL, AFAHA UQUA BESIDE HARVEST INTERNATIONAL CHURCH, AFAHA UQUA ROAD.",URBAN 1V,4.648427,7.9396301,20.14285714,66,44.61904762,0.571428571,"['03-03-02-006', '03-03-02-007', '03-03-02-008', '03-03-04-001', '03-03-04-009', '03-03-06-011', '03-03-06-012', '03-03-07-009', '03-03-05-010', '03-03-05-016', '03-03-06-014', '03-03-06-016', '03-03-06-018', '03-03-06-028', '03-03-11-013', '03-03-01-008', '03-03-02-016', '03-03-02-017', '03-03-02-019', '03-03-02-020', nan]"
03-03-04-032,"TOWN HALL, AFAHA UQUA OBOK IDIM BESIDE QUA IBOE CHURCH ALONG OBOK IDIM ROAD",URBAN 1V,4.634979,7.9454162,16.8,17.8,8.6,2.4,"['03-03-04-010', '03-03-04-017', '03-03-04-018', '03-03-04-019', nan]"
03-03-04-033,"OPEN SPACE BY TOWN HALL, BESIDE QUA IBOE CHURCH ALONG OBOK IDIM ROAD.",URBAN 1V,4.626377,7.932048,5.75,3.833333333,13,0.666666667,"['03-03-04-006', '03-03-04-008', '03-03-04-011', '03-03-04-012', '03-03-05-015', '03-03-04-020', '03-03-04-021', '03-03-04-022', '03-03-04-023', '03-03-04-025', '03-03-04-026', '03-03-04-036']"
03-03-04-034,"SCHOOL OF NURSING, ATIBE AFAHA EKET I, OPPOSITE PSYCHIATRIC HOSPITAL ALONG PARK ROAD",URBAN 1V,4.633702,7.9203491,6,13.6,2.2,1.6,"['03-03-06-017', '03-03-03-023', '03-03-04-027', '03-03-04-028', '03-03-04-035']"
03-03-04-035,"SCHOOL OF NURSING ATIBE AFAHA EKET II, OPPOSITE PSYCHIATRIC HOSPITAL ALONG PARK ROAD",URBAN 1V,4.633702,7.9203491,4.8,4.4,1,0.8,"['03-03-06-017', '03-03-03-023', '03-03-04-027', '03-03-04-028', '03-03-04-034']"
03-03-04-036,"OPEN SPACE BY VILLAGE HALL ATIBE, OPPOSITE KINGDOM HALL OF JEHOVAH WITNESSES, ODUENYIE STREET.",URBAN 1V,4.626377,7.932048,8.333333333,41.75,3.25,0.666666667,"['03-03-04-006', '03-03-04-008', '03-03-04-011', '03-03-04-012', '03-03-05-015', '03-03-04-020', '03-03-04-021', '03-03-04-022', '03-03-04-023', '03-03-04-025', '03-03-04-026', '03-03-04-033']"
03-04-09-007,"VILLAGE HALL, AFIA EKPENE AKPAUTONG.",AKPAUTONG,4.649722,8.0744823,24.42857143,13,35.28571429,1.285714286,"['03-04-09-001', '03-04-09-002', '03-04-09-003', '03-04-09-004', '03-04-09-008', '03-04-09-009', '03-04-09-010']"
03-04-09-008,"MARKET SQUARE, AKPAUTONG.",AKPAUTONG,4.649722,8.0744823,27.85714286,12.14285714,7,1.285714286,"['03-04-09-001', '03-04-09-002', '03-04-09-003', '03-04-09-004', '03-04-09-007', '03-04-09-009', '03-04-09-010']"
03-04-09-009,"VILLAGE HALL, ATAUDIM.",AKPAUTONG,4.649722,8.0744823,4.142857143,11,6.714285714,0.142857143,"['03-04-09-001', '03-04-09-002', '03-04-09-003', '03-04-09-004', '03-04-09-007', '03-04-09-008', '03-04-09-010']"
03-04-09-010,STADIUM AFAHA ADIGHEUBU,AKPAUTONG,4.649722,8.0744823,46.14285714,21.28571429,6.714285714,6.714285714,"['03-04-09-001', '03-04-09-002', '03-04-09-003', '03-04-09-004', '03-04-09-007', '03-04-09-008', '03-04-09-009']"
03-04-03-006,VILLAGE HALL IDUNG ABIA,EBE EKPI,4.651179,8.0520592,22.08333333,38.58333333,11.16666667,0.416666667,"['03-04-05-005', '03-04-07-004', '03-04-07-005', '03-04-10-003', '03-04-03-007', '03-04-07-007', '03-04-07-008', '03-04-05-006', '03-04-05-007', '03-04-05-008', '03-04-05-010', '03-04-05-011']"
03-04-03-007,VILLAGE HALL AFAHA,EBE EKPI,4.651179,8.0520592,23.16666667,12.58333333,2.916666667,0.666666667,"['03-04-05-005', '03-04-07-004', '03-04-07-005', '03-04-10-003', '03-04-03-006', '03-04-07-007', '03-04-07-008', '03-04-05-006', '03-04-05-007', '03-04-05-008', '03-04-05-010', '03-04-05-011']"
03-04-06-006,"NEW PRIMARY SCHOOL, EBIGHI OKPONO.",EBIGHI OKPONO,4.66197,8.0669787,5.235294118,22.23529412,0.823529412,0.470588235,"['03-04-01-003', '03-04-01-004', '03-04-01-005', '03-04-04-001', '03-04-04-003', '03-04-04-004', '03-04-06-001', '03-04-06-002', '03-04-06-003', '03-04-06-004', '03-04-06-005', '03-04-01-011', '03-04-04-006', '03-04-04-007', '03-04-04-008', '03-04-04-009', '03-04-04-010']"
03-04-02-007,VILLAGE HALL IDUNG OKOP ODUNG,EDOR,4.641002,8.0111736,4.666666667,6.166666667,9.5,0.333333333,"['03-04-02-001', '03-04-02-008', '03-04-02-009', '03-04-02-012', '03-04-02-013', nan]"
03-04-02-008,"VILLAGE HALL IDUA, EDOR",EDOR,4.641002,8.0111736,9.333333333,0.333333333,27.83333333,0.333333333,"['03-04-02-001', '03-04-02-007', '03-04-02-009', '03-04-02-012', '03-04-02-013', nan]"
03-04-02-009,"VILLAGE HALL, IDUNG UDO ETTEKU",EDOR,4.641002,8.0111736,2.333333333,2,51.16666667,0.333333333,"['03-04-02-001', '03-04-02-007', '03-04-02-008', '03-04-02-012', '03-04-02-013', nan]"
03-04-02-010,VILLAGE HALL IDUNG ABIA AFFIA,EDOR,4.68635,8.0628862,17.93333333,22.8,1.733333333,0.533333333,"['03-04-02-003', '03-04-02-004', '03-04-02-006', '03-04-03-001', '03-04-03-002', '03-04-03-003', '03-04-05-002', '03-04-10-001', '03-04-10-002', '03-04-10-004', '03-04-10-006', '03-04-10-007', '03-04-10-008', '03-04-02-011', '03-04-10-011']"
03-04-02-011,"OPEN SPACE, IDUNG UDO ADIAH",EDOR,4.68635,8.0628862,12.6,24.93333333,14.26666667,0.533333333,"['03-04-02-003', '03-04-02-004', '03-04-02-006', '03-04-03-001', '03-04-03-002', '03-04-03-003', '03-04-05-002', '03-04-10-001', '03-04-10-002', '03-04-10-004', '03-04-10-006', '03-04-10-007', '03-04-10-008', '03-04-02-010', '03-04-10-011']"
03-04-02-012,VILLAGE HALL IDUNG USO,EDOR,4.641002,8.0111736,11.66666667,15.5,15.33333333,0.333333333,"['03-04-02-001', '03-04-02-007', '03-04-02-008', '03-04-02-009', '03-04-02-013', nan]"
03-04-02-013,"VILLAGE HALL, IDUNG OKPUDO",EDOR,4.641002,8.0111736,1.166666667,17.83333333,18.83333333,0.833333333,"['03-04-02-001', '03-04-02-007', '03-04-02-008', '03-04-02-009', '03-04-02-012', nan]"
03-04-01-007,VILLAGE HALL NDITO UDO,EKPENE OBO,4.662408,8.0287909,16.33333333,17.33333333,30,0.333333333,"['03-04-01-006', '03-04-01-009', '03-04-01-010']"
03-04-01-009,TOWN HALL IDUNG ATTAH,EKPENE OBO,4.662408,8.0287909,26.33333333,20,26,1.666666667,"['03-04-01-006', '03-04-01-007', '03-04-01-010']"
03-04-01-010,"VILLAGE HALL, IDUNG ANINI MA",EKPENE OBO,4.662408,8.0287909,17,12,32.66666667,1,"['03-04-01-006', '03-04-01-007', '03-04-01-009']"
03-04-01-011,"MARKET SQUARE, UQUA ISI EDOHO",EKPENE OBO,4.655616,8.0628862,10.64705882,14.82352941,36.23529412,0.470588235,"['03-04-01-003', '03-04-01-004', '03-04-01-005', '03-04-04-001', '03-04-04-003', '03-04-04-004', '03-04-06-001', '03-04-06-002', '03-04-06-003', '03-04-06-004', '03-04-06-005', '03-04-06-006', '03-04-04-006', '03-04-04-007', '03-04-04-008', '03-04-04-009', '03-04-04-010']"
03-04-07-006,"AKWAPALM HOUSING ESTATE, ETEBI.",ETEBI IDUNG ASSAN,4.655717,8.1403623,13.33333333,19.66666667,11.33333333,0.666666667,"['03-04-07-001', '03-04-07-002', '03-04-07-009']"
03-04-07-007,"TOWN HALL, IDUNG ETANAM",ETEBI IDUNG ASSAN,4.651179,8.0520592,14.5,0.416666667,0.75,1.5,"['03-04-05-005', '03-04-07-004', '03-04-07-005', '03-04-10-003', '03-04-03-006', '03-04-03-007', '03-04-07-008', '03-04-05-006', '03-04-05-007', '03-04-05-008', '03-04-05-010', '03-04-05-011']"
03-04-07-008,"VILLAGE HALL, IDUNG AYIU.",ETEBI IDUNG ASSAN,4.651179,8.0520592,21,8.25,9,0.666666667,"['03-04-05-005', '03-04-07-004', '03-04-07-005', '03-04-10-003', '03-04-03-006', '03-04-03-007', '03-04-07-007', '03-04-05-006', '03-04-05-007', '03-04-05-008', '03-04-05-010', '03-04-05-011']"
03-04-07-009,"CIVIC CENTER, IDUNG AKPAN.",ETEBI IDUNG ASSAN,4.654736,8.1393179,10.66666667,13.66666667,19.33333333,0.666666667,"['03-04-07-001', '03-04-07-002', '03-04-07-006']"
03-04-04-006,"VILLAGE SQUARE, IDUNG MBANG. ADJACENT QUA IBOE CHURCH",IKPA,4.658208,8.060158,10.64705882,7.411764706,12.47058824,0.470588235,"['03-04-01-003', '03-04-01-004', '03-04-01-005', '03-04-04-001', '03-04-04-003', '03-04-04-004', '03-04-06-001', '03-04-06-002', '03-04-06-003', '03-04-06-004', '03-04-06-005', '03-04-06-006', '03-04-01-011', '03-04-04-007', '03-04-04-008', '03-04-04-009', '03-04-04-010']"
03-04-04-007,VILLAGE HALL IDUNG OBIOANWANG.,IKPA,4.658208,8.060158,24.41176471,8.470588235,15.05882353,0.470588235,"['03-04-01-003', '03-04-01-004', '03-04-01-005', '03-04-04-001', '03-04-04-003', '03-04-04-004', '03-04-06-001', '03-04-06-002', '03-04-06-003', '03-04-06-004', '03-04-06-005', '03-04-06-006', '03-04-01-011', '03-04-04-006', '03-04-04-008', '03-04-04-009', '03-04-04-010']"
03-04-04-008,"VILLAGE HALL, IDUNG EKWERE.",IKPA,4.658208,8.060158,17,15.88235294,4.470588235,0.588235294,"['03-04-01-003', '03-04-01-004', '03-04-01-005', '03-04-04-001', '03-04-04-003', '03-04-04-004', '03-04-06-001', '03-04-06-002', '03-04-06-003', '03-04-06-004', '03-04-06-005', '03-04-06-006', '03-04-01-011', '03-04-04-006', '03-04-04-007', '03-04-04-009', '03-04-04-010']"
03-04-04-009,"SKILL AQUISATION CENTRE, IDUNG IDIM",IKPA,4.658208,8.060158,24.41176471,13.76470588,10.82352941,0.470588235,"['03-04-01-003', '03-04-01-004', '03-04-01-005', '03-04-04-001', '03-04-04-003', '03-04-04-004', '03-04-06-001', '03-04-06-002', '03-04-06-003', '03-04-06-004', '03-04-06-005', '03-04-06-006', '03-04-01-011', '03-04-04-006', '03-04-04-007', '03-04-04-008', '03-04-04-010']"
03-04-04-010,"HEALTH CENTRE, IKPA TOWN.",IKPA,4.658208,8.060158,21.23529412,1.058823529,0.823529412,0.470588235,"['03-04-01-003', '03-04-01-004', '03-04-01-005', '03-04-04-001', '03-04-04-003', '03-04-04-004', '03-04-06-001', '03-04-06-002', '03-04-06-003', '03-04-06-004', '03-04-06-005', '03-04-06-006', '03-04-01-011', '03-04-04-006', '03-04-04-007', '03-04-04-008', '03-04-04-009']"
03-04-10-011,"CIVIC CENTRE, IDUNG UYA.",NTAK INYANG,4.68635,8.0628862,36.06666667,19.6,12.13333333,0.533333333,"['03-04-02-003', '03-04-02-004', '03-04-02-006', '03-04-03-001', '03-04-03-002', '03-04-03-003', '03-04-05-002', '03-04-10-001', '03-04-10-002', '03-04-10-004', '03-04-10-006', '03-04-10-007', '03-04-10-008', '03-04-02-010', '03-04-02-011']"
03-04-05-006,"VILLAGE HALL, ODORO UKU/IDUNG UDO-EKAEBA",UQUO,4.651179,8.0520592,20.16666667,13.66666667,14.41666667,0.666666667,"['03-04-05-005', '03-04-07-004', '03-04-07-005', '03-04-10-003', '03-04-03-006', '03-04-03-007', '03-04-07-007', '03-04-07-008', '03-04-05-007', '03-04-05-008', '03-04-05-010', '03-04-05-011']"
03-04-05-007,"VILLAGE HALL, IBETI/AKIKI",UQUO,4.651179,8.0520592,0.666666667,5,9.416666667,0.416666667,"['03-04-05-005', '03-04-07-004', '03-04-07-005', '03-04-10-003', '03-04-03-006', '03-04-03-007', '03-04-07-007', '03-04-07-008', '03-04-05-006', '03-04-05-008', '03-04-05-010', '03-04-05-011']"
03-04-05-008,"VILLAGE HALL, IDUNG ITIAT.",UQUO,4.651179,8.0520592,28.83333333,8.25,15.91666667,3.666666667,"['03-04-05-005', '03-04-07-004', '03-04-07-005', '03-04-10-003', '03-04-03-006', '03-04-03-007', '03-04-07-007', '03-04-07-008', '03-04-05-006', '03-04-05-007', '03-04-05-010', '03-04-05-011']"
03-04-05-010,"VILLAGE SQUARE, IDUNG OFOBI OKPO/IDUNG AKPANDEM",UQUO,4.651179,8.0520592,11.25,21,5.083333333,0.666666667,"['03-04-05-005', '03-04-07-004', '03-04-07-005', '03-04-10-003', '03-04-03-006', '03-04-03-007', '03-04-07-007', '03-04-07-008', '03-04-05-006', '03-04-05-007', '03-04-05-008', '03-04-05-011']"
03-04-05-011,"VILLAGE HALL, IDUNG AYANG/ESAT.",UQUO,4.651179,8.0520592,14.75,13.41666667,20.91666667,0.666666667,"['03-04-05-005', '03-04-07-004', '03-04-07-005', '03-04-10-003', '03-04-03-006', '03-04-03-007', '03-04-07-007', '03-04-07-008', '03-04-05-006', '03-04-05-007', '03-04-05-008', '03-04-05-010']"
03-05-01-012,"VILLAGE HALL, IKOT AKPAN ABBA",ADIASIM,5.090237,7.7373853,18.83333333,5.5,39,0,"['03-05-01-014', '03-05-01-015', '03-05-01-016', '03-05-01-017', '03-05-11-022', '03-05-11-025']"
03-05-01-013,"VILLAGE HALL, IKOT ABIA",ADIASIM,5.165616,7.6158272,0,0,0,0,[]
03-05-01-014,"VILLAGE HALL, AFE EKPE",ADIASIM,5.090237,7.7373853,43,7.833333333,37.83333333,0,"['03-05-01-012', '03-05-01-015', '03-05-01-016', '03-05-01-017', '03-05-11-022', '03-05-11-025']"
03-05-01-015,"VILLAGE HALL, IKOT EKPONG",ADIASIM,5.090237,7.7373853,66.66666667,9.666666667,45,0,"['03-05-01-012', '03-05-01-014', '03-05-01-016', '03-05-01-017', '03-05-11-022', '03-05-11-025']"
03-05-01-016,"VILLAGE HALL, IKOT ONDO",ADIASIM,5.090237,7.7373853,62.83333333,8.5,22.66666667,0,"['03-05-01-012', '03-05-01-014', '03-05-01-015', '03-05-01-017', '03-05-11-022', '03-05-11-025']"
03-05-01-017,"VILLAGE HALL, NTO EKUT USO",ADIASIM,5.090237,7.7373853,27,0.333333333,17,0,"['03-05-01-012', '03-05-01-014', '03-05-01-015', '03-05-01-016', '03-05-11-022', '03-05-11-025']"
03-05-02-015,GOVT. SEC. SCH. NTO NSEK,AFAHA,5.128755,7.6439611,36,0.666666667,8.833333333,1.416666667,"['03-05-02-001', '03-05-02-016', '03-05-02-019', '03-05-02-021', '03-05-02-023', '03-05-02-024', '03-05-02-025', nan, nan, nan, nan, nan]"
03-05-02-016,"VILLAGE HALL, IKOT ATA UDO 1",AFAHA,5.128755,7.6439611,11.66666667,21.25,18.25,0.333333333,"['03-05-02-001', '03-05-02-015', '03-05-02-019', '03-05-02-021', '03-05-02-023', '03-05-02-024', '03-05-02-025', nan, nan, nan, nan, nan]"
03-05-02-017,"VILLAGE HALL, NTO ABIA",AFAHA,5.040364,7.6653234,0,0,0,0,[]
03-05-02-018,"VILLAGE HALL, IKOT OFFIONG, NTO ABASI UMO",AFAHA,5.115949,7.6612539,84.5,14.5,23.5,0,"['03-05-09-015', '03-05-09-024']"
03-05-02-019,"VILLAGE HALL, NTAK IDUNG UDO IKANG",AFAHA,5.128755,7.6439611,13.25,18,5.25,1.416666667,"['03-05-02-001', '03-05-02-015', '03-05-02-016', '03-05-02-021', '03-05-02-023', '03-05-02-024', '03-05-02-025', nan, nan, nan, nan, nan]"
03-05-02-020,"VILLAGE HALL, NTO NUKO, IKOT OBONG",AFAHA,5.117875,7.6351469,8.5,14.5,21,1,"['03-05-09-002', '03-05-09-003']"
03-05-02-021,"VILLAGE HALL, ATAI ESSIEN, IKOT ESSE",AFAHA,5.128755,7.6439611,54.41666667,15.83333333,5.25,1.416666667,"['03-05-02-001', '03-05-02-015', '03-05-02-016', '03-05-02-019', '03-05-02-023', '03-05-02-024', '03-05-02-025', nan, nan, nan, nan, nan]"
03-05-02-022,"GOVERNMENT PRIMARY SCHOOL, AFAHA",AFAHA,5.09075,7.6906613,0,0,0,0,[]
03-05-02-023,"COMMUNITY HALL, ATAI NTO EKPE",AFAHA,5.128755,7.6439611,39.25,8.25,14.25,1.416666667,"['03-05-02-001', '03-05-02-015', '03-05-02-016', '03-05-02-019', '03-05-02-021', '03-05-02-024', '03-05-02-025', nan, nan, nan, nan, nan]"
03-05-02-024,"VILLAGE HALL, NTO NKURIKU",AFAHA,5.128755,7.6439611,24.08333333,11.5,1.25,1.416666667,"['03-05-02-001', '03-05-02-015', '03-05-02-016', '03-05-02-019', '03-05-02-021', '03-05-02-023', '03-05-02-025', nan, nan, nan, nan, nan]"
03-05-02-025,"VILLAGE HALL, IKOT ATA UDO 11",AFAHA,5.128755,7.6439611,27.91666667,21.25,28,1.416666667,"['03-05-02-001', '03-05-02-015', '03-05-02-016', '03-05-02-019', '03-05-02-021', '03-05-02-023', '03-05-02-024', nan, nan, nan, nan, nan]"
03-05-03-016,"VILLAGE HALL, NTO UNANG ABAT",EKPEYONG 1,4.961258,7.5927862,0,0,0,0,[]
03-05-03-017,"VILLAGE HALL, IKOT ONKO",EKPEYONG 1,5.061525,7.6493858,77.125,0.5,6.875,0.75,"['03-05-03-002', '03-05-03-004', '03-05-03-005', '03-05-03-006', '03-05-03-007', '03-05-03-009', '03-05-03-010', nan]"
03-05-05-019,"VILLAGE HALL, IKOT AKPAKPAN INYANG, IKPE ANNANG",IKPE ANNANG,5.117069,7.7827622,30.5,3.625,4.5,0.1875,"['03-05-05-001', '03-05-05-002', '03-05-05-004', '03-05-05-005', '03-05-05-006', '03-05-05-007', '03-05-05-009', '03-05-05-012', '03-05-05-016', '03-05-05-018', '03-12-08-004', '03-05-05-020', '03-05-05-021', '03-05-05-022', '03-05-05-023', '03-05-05-027']"
03-05-05-020,"VILLAGE HALL, EKOI IKPE 11",IKPE ANNANG,5.117069,7.7827622,29.4375,14.25,2.9375,0.1875,"['03-05-05-001', '03-05-05-002', '03-05-05-004', '03-05-05-005', '03-05-05-006', '03-05-05-007', '03-05-05-009', '03-05-05-012', '03-05-05-016', '03-05-05-018', '03-12-08-004', '03-05-05-019', '03-05-05-021', '03-05-05-022', '03-05-05-023', '03-05-05-027']"
03-05-05-021,"VILLAGE HALL, NTO AKPAN UMO",IKPE ANNANG,5.117069,7.7827622,23.0625,41,21.5,0.1875,"['03-05-05-001', '03-05-05-002', '03-05-05-004', '03-05-05-005', '03-05-05-006', '03-05-05-007', '03-05-05-009', '03-05-05-012', '03-05-05-016', '03-05-05-018', '03-12-08-004', '03-05-05-019', '03-05-05-020', '03-05-05-022', '03-05-05-023', '03-05-05-027']"
03-05-05-022,"VILLAGE SQUARE, IKOT OBONG IKPE",IKPE ANNANG,5.117069,7.7827622,9.25,13.1875,10.375,0.1875,"['03-05-05-001', '03-05-05-002', '03-05-05-004', '03-05-05-005', '03-05-05-006', '03-05-05-007', '03-05-05-009', '03-05-05-012', '03-05-05-016', '03-05-05-018', '03-12-08-004', '03-05-05-019', '03-05-05-020', '03-05-05-021', '03-05-05-023', '03-05-05-027']"
03-05-05-023,"MARKET SQUARE, OFFIONG ETOR",IKPE ANNANG,5.117069,7.7827622,40.0625,16.5625,8.25,0.875,"['03-05-05-001', '03-05-05-002', '03-05-05-004', '03-05-05-005', '03-05-05-006', '03-05-05-007', '03-05-05-009', '03-05-05-012', '03-05-05-016', '03-05-05-018', '03-12-08-004', '03-05-05-019', '03-05-05-020', '03-05-05-021', '03-05-05-022', '03-05-05-027']"
03-05-05-024,"OPEN SPACE, USUNG URUA, IKPE UDOK",IKPE ANNANG,5.140479,7.7966913,56,1,38.5,0,"['03-05-05-014', nan]"
03-05-05-025,METHODIST PRY. SCH. IKPE IKOT AKPAN,IKPE ANNANG,5.133596,7.7783462,61.33333333,5.666666667,4.666666667,0.333333333,"['03-05-05-013', '03-05-05-015', '03-05-05-017']"
03-05-05-026,"COOPERATIVE HALL, IKPE IKOT NTUEN",IKPE ANNANG,5.163633,7.5959413,85,6,15,1,['03-05-06-008']
03-05-05-027,"VILLAGE SQUARE, IBAM USUNG MBAKARA",IKPE ANNANG,5.117069,7.7827622,12.4375,18.5,18.3125,0.1875,"['03-05-05-001', '03-05-05-002', '03-05-05-004', '03-05-05-005', '03-05-05-006', '03-05-05-007', '03-05-05-009', '03-05-05-012', '03-05-05-016', '03-05-05-018', '03-12-08-004', '03-05-05-019', '03-05-05-020', '03-05-05-021', '03-05-05-022', '03-05-05-023']"
03-05-06-011,"COUNCIL HALL, IDUNG AFA, IKOT UMOESSIEN",ODORO IKOT 1,5.144922,7.5827554,67.83333333,25.5,23.66666667,0.666666667,"['03-05-06-006', '03-05-07-005', '03-05-07-008', '03-05-09-005', '03-05-07-013', '03-05-07-015']"
03-05-06-012,"OPEN SPACE, ATAI USUNG, IKOT INEME",ODORO IKOT 1,5.146888,7.5595934,13.11111111,1.666666667,2.777777778,0,"['03-05-06-003', '03-05-06-004', '03-05-06-007', '03-05-06-009', '03-05-06-010', '03-05-06-014', '03-05-06-015', '03-05-06-016', '03-05-06-017']"
03-05-06-013,"VILLAGE HALL, NTO ODIONG, IKOT EKPENYONG",ODORO IKOT 1,5.064187,7.6151494,38,5,12.5,0,"['03-05-06-005', '03-05-08-015']"
03-05-06-014,"VILLAGE SQUARE, NTO NTUEN",ODORO IKOT 1,5.145236,7.5626411,36.44444444,7.222222222,12.77777778,0,"['03-05-06-003', '03-05-06-004', '03-05-06-007', '03-05-06-009', '03-05-06-010', '03-05-06-012', '03-05-06-015', '03-05-06-016', '03-05-06-017']"
03-05-06-015,"VILLAGE HALL, IKOT UMO",ODORO IKOT 1,5.145236,7.5626411,22,1.666666667,16.11111111,0,"['03-05-06-003', '03-05-06-004', '03-05-06-007', '03-05-06-009', '03-05-06-010', '03-05-06-012', '03-05-06-014', '03-05-06-016', '03-05-06-017']"
03-05-06-016,"VILLAGE HALL, AKPA-UTONG",ODORO IKOT 1,5.145236,7.5626411,2.444444444,8.333333333,5,0,"['03-05-06-003', '03-05-06-004', '03-05-06-007', '03-05-06-009', '03-05-06-010', '03-05-06-012', '03-05-06-014', '03-05-06-015', '03-05-06-017']"
03-05-06-017,"VILLAGE HALL, NTO IBOK ANYA",ODORO IKOT 1,5.145236,7.5626411,31.33333333,11.66666667,3.888888889,0,"['03-05-06-003', '03-05-06-004', '03-05-06-007', '03-05-06-009', '03-05-06-010', '03-05-06-012', '03-05-06-014', '03-05-06-015', '03-05-06-016']"
03-05-07-011,"COUNCIL HALL, NTO OBUJI, IKOT UTIN",ODORO IKOT 11,5.114084,7.5734783,0,0,0,0,[]
03-05-07-012,"VILLAGE HALL, IKOT UKO",ODORO IKOT 11,5.108459,7.6663408,32.75,8.25,46.5,0.5,"['03-05-02-014', '03-05-07-003', '03-05-08-003', nan]"
