PU-Code,PU-Name,Ward,Latitude,Longitude,APC_outlier,LP_outlier,PDP_outlier,NNPP_outlier,Neighbors
03-01-01-001,"VILLAGE SQUARE, IKOT AKWA EBOM",ABAK URBAN 1,5.003286,7.7742702,95.57575758,29.84848485,45.96969697,0.666666667,"['03-01-01-007', '03-01-01-012', '03-01-02-003', '03-01-03-007', '03-01-04-001', '03-01-04-002', '03-01-04-004', '03-01-04-007', '03-01-05-001', '03-01-05-004', '03-01-05-005', '03-01-05-007', '03-01-05-008', '03-01-05-010', '03-01-05-011', '03-01-05-012', '03-01-05-013', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-01-003,"PRY SCH, IKOT OKU UBARA",ABAK URBAN 1,4.85794,7.7620434,18.66666667,13.33333333,23.33333333,1,"['03-01-01-005', '03-26-07-005', nan, nan, nan, nan]"
03-01-01-005,"VILLAGE SQUARE, ATAI EDIENE",ABAK URBAN 1,4.85794,7.7620434,9.333333333,11.16666667,11.66666667,0.166666667,"['03-01-01-003', '03-26-07-005', nan, nan, nan, nan]"
03-01-01-006,PRY SCH IBANANG EDIENE,ABAK URBAN 1,4.986635,7.8239319,79,38,26.5,0.5,"['03-01-01-018', '03-01-01-021']"
03-01-01-007,"VILLAGE HALL, IKOT UDOUSUNG",ABAK URBAN 1,5.003286,7.7742702,57.45454545,2.03030303,12.75757576,0.363636364,"['03-01-01-001', '03-01-01-012', '03-01-02-003', '03-01-03-007', '03-01-04-001', '03-01-04-002', '03-01-04-004', '03-01-04-007', '03-01-05-001', '03-01-05-004', '03-01-05-005', '03-01-05-007', '03-01-05-008', '03-01-05-010', '03-01-05-011', '03-01-05-012', '03-01-05-013', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-01-008,"VILLAGE SQUARE, IKOT UDOUSUNG",ABAK URBAN 1,5.002768,7.8177601,73.8,12.2,1.8,0.6,"['03-01-01-010', '03-01-01-011', '03-01-01-014', '03-01-01-015', '03-01-01-016']"
03-01-01-010,"NCSS, IKOT IYIRE",ABAK URBAN 1,5.002768,7.8177601,13.8,3.4,9,1.8,"['03-01-01-008', '03-01-01-011', '03-01-01-014', '03-01-01-015', '03-01-01-016']"
03-01-01-011,"VILLAGE SQUARE, IKOT AKAN ADIA",ABAK URBAN 1,5.002768,7.8177601,24.6,6.2,6.6,0.6,"['03-01-01-008', '03-01-01-010', '03-01-01-014', '03-01-01-015', '03-01-01-016']"
03-01-01-012,"VILLAGE HALL, IKOT AKPAN ADIA",ABAK URBAN 1,5.003286,7.7742702,80.12121212,20.57575758,16.09090909,0.666666667,"['03-01-01-001', '03-01-01-007', '03-01-02-003', '03-01-03-007', '03-01-04-001', '03-01-04-002', '03-01-04-004', '03-01-04-007', '03-01-05-001', '03-01-05-004', '03-01-05-005', '03-01-05-007', '03-01-05-008', '03-01-05-010', '03-01-05-011', '03-01-05-012', '03-01-05-013', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-01-014,"PRY SCH, MANTA",ABAK URBAN 1,5.002768,7.8177601,81,34.6,6.6,0.6,"['03-01-01-008', '03-01-01-010', '03-01-01-011', '03-01-01-015', '03-01-01-016']"
03-01-01-015,"VILLAGE SQUARE, MANTA EDEM IDEM",ABAK URBAN 1,5.002768,7.8177601,4.2,11,27,0.6,"['03-01-01-008', '03-01-01-010', '03-01-01-011', '03-01-01-014', '03-01-01-016']"
03-01-02-001,"PRY SCH, IBAGWA. I",ABAK URBAN 11,4.901297,7.7946527,18,4.454545455,3.090909091,1.181818182,"['03-01-02-002', '03-26-04-006', '03-26-12-011', nan, nan, nan, nan, nan, nan, nan, nan]"
03-01-02-002,"PRY SCH, IBAGWA. II",ABAK URBAN 11,4.901297,7.7946527,28.90909091,47.90909091,0.181818182,1,"['03-01-02-001', '03-26-04-006', '03-26-12-011', nan, nan, nan, nan, nan, nan, nan, nan]"
03-01-02-003,"VILLAGE HALL, OKON ABAK",ABAK URBAN 11,5.003286,7.7742702,48.18181818,7.242424242,15.06060606,0.666666667,"['03-01-01-001', '03-01-01-007', '03-01-01-012', '03-01-03-007', '03-01-04-001', '03-01-04-002', '03-01-04-004', '03-01-04-007', '03-01-05-001', '03-01-05-004', '03-01-05-005', '03-01-05-007', '03-01-05-008', '03-01-05-010', '03-01-05-011', '03-01-05-012', '03-01-05-013', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-02-004,"VILLAGE HALL, IKOT AFAHA",ABAK URBAN 11,4.920586,7.7960118,5,16,40,0,['03-01-02-005']
03-01-02-005,"VILLAGE HALL, MBARAKOM",ABAK URBAN 11,4.920586,7.7960118,5,16,40,0,['03-01-02-004']
03-01-02-006,"PRY SCH, ITUNG",ABAK URBAN 11,4.934127,7.7939732,131,29.5,2,2.5,"['03-01-02-009', nan]"
03-01-02-007,"PRY SCH, ABAK USUNG ATAI",ABAK URBAN 11,4.941505,7.8002174,0,0,0,0,[]
03-01-03-001,"VILLAGE SQUARE, IKOT ETUK UDO",ABAK URBAN 111,5.106576,7.8225184,0,0,0,0,[]
03-01-03-002,"VILLAGE SQUARE, PARK LANE",ABAK URBAN 111,4.977444,7.7797049,60.53846154,0.230769231,24.92307692,0.461538462,"['03-01-03-003', '03-01-03-004', '03-01-03-009', '03-26-04-020', '03-01-03-010', '03-01-03-012', '03-01-03-017', '03-01-03-018', '03-01-03-019', '03-01-03-020', '03-01-03-021', '03-01-03-022', '03-01-03-027']"
03-01-03-003,BISHOP CLARKS PRY SCH,ABAK URBAN 111,4.977444,7.7797049,0.846153846,67,2,0.461538462,"['03-01-03-002', '03-01-03-004', '03-01-03-009', '03-26-04-020', '03-01-03-010', '03-01-03-012', '03-01-03-017', '03-01-03-018', '03-01-03-019', '03-01-03-020', '03-01-03-021', '03-01-03-022', '03-01-03-027']"
03-01-03-004,BISHOP CLARKS PRY SCH,ABAK URBAN 111,4.977444,7.7797049,5.153846154,48.69230769,6.307692308,0.461538462,"['03-01-03-002', '03-01-03-003', '03-01-03-009', '03-26-04-020', '03-01-03-010', '03-01-03-012', '03-01-03-017', '03-01-03-018', '03-01-03-019', '03-01-03-020', '03-01-03-021', '03-01-03-022', '03-01-03-027']"
03-01-03-005,GOVT TECHNICAL COLLEGE,ABAK URBAN 111,4.976264,7.792346,28.25,8.5,8,1,"['03-01-03-011', '03-01-03-013', '03-01-03-023', '03-01-03-026']"
03-01-03-006,"PRY SCH, OKU ABAK",ABAK URBAN 111,4.961684,7.794726,42,17,10,4,['03-01-03-024']
03-01-03-007,"V/H, ABAK USUNG IDIM",ABAK URBAN 111,5.003286,7.7742702,14.66666667,20.57575758,13,0.666666667,"['03-01-01-001', '03-01-01-007', '03-01-01-012', '03-01-02-003', '03-01-04-001', '03-01-04-002', '03-01-04-004', '03-01-04-007', '03-01-05-001', '03-01-05-004', '03-01-05-005', '03-01-05-007', '03-01-05-008', '03-01-05-010', '03-01-05-011', '03-01-05-012', '03-01-05-013', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-03-008,"PRY SCH, NO 1 ABAK",ABAK URBAN 111,5.020507,7.7384328,35.09090909,19.63636364,8.727272727,1.636363636,"['03-01-07-006', '03-01-07-007', '03-01-08-002', '03-01-08-003', '03-01-07-016', nan, nan, nan, nan, nan, nan]"
03-01-03-009,CONVENT PRY SCH,ABAK URBAN 111,4.977444,7.7797049,7.769230769,14.23076923,0.923076923,0.615384615,"['03-01-03-002', '03-01-03-003', '03-01-03-004', '03-26-04-020', '03-01-03-010', '03-01-03-012', '03-01-03-017', '03-01-03-018', '03-01-03-019', '03-01-03-020', '03-01-03-021', '03-01-03-022', '03-01-03-027']"
03-01-04-001,"PRY SCH, ABAK ITENGE",ABAK URBAN 1V,5.003286,7.7742702,15.6969697,5.121212121,51.90909091,1.393939394,"['03-01-01-001', '03-01-01-007', '03-01-01-012', '03-01-02-003', '03-01-03-007', '03-01-04-002', '03-01-04-004', '03-01-04-007', '03-01-05-001', '03-01-05-004', '03-01-05-005', '03-01-05-007', '03-01-05-008', '03-01-05-010', '03-01-05-011', '03-01-05-012', '03-01-05-013', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-04-002,"VILLAGE SQUARE, OBIOBOM",ABAK URBAN 1V,5.000804,7.7661188,32.86206897,27,22.34482759,0.620689655,"['03-01-01-001', '03-01-01-007', '03-01-01-012', '03-01-02-003', '03-01-03-007', '03-01-04-001', '03-01-04-004', '03-01-04-007', '03-01-05-001', '03-01-05-004', '03-01-05-005', '03-01-05-007', '03-01-05-008', '03-01-05-010', '03-01-05-011', '03-01-05-012', '03-01-05-013', '03-01-09-004', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010']"
03-01-04-003,"PRY SCH, IKOT EKANG",ABAK URBAN 1V,5.015869,7.7563129,87,10,31,2,['03-07-03-004']
03-01-04-004,"VILLAGE SQUARE, IKOT OBONG UTU",ABAK URBAN 1V,5.003286,7.7742702,40.42424242,25.78787879,8.636363636,0.666666667,"['03-01-01-001', '03-01-01-007', '03-01-01-012', '03-01-02-003', '03-01-03-007', '03-01-04-001', '03-01-04-002', '03-01-04-007', '03-01-05-001', '03-01-05-004', '03-01-05-005', '03-01-05-007', '03-01-05-008', '03-01-05-010', '03-01-05-011', '03-01-05-012', '03-01-05-013', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-04-007,"VILLAGE SQUARE, UTU EDEM URUA.",ABAK URBAN 1V,5.000804,7.7661188,0.793103448,14.37931034,12.82758621,0.620689655,"['03-01-01-001', '03-01-01-007', '03-01-01-012', '03-01-02-003', '03-01-03-007', '03-01-04-001', '03-01-04-002', '03-01-04-004', '03-01-05-001', '03-01-05-004', '03-01-05-005', '03-01-05-007', '03-01-05-008', '03-01-05-010', '03-01-05-011', '03-01-05-012', '03-01-05-013', '03-01-09-004', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010']"
03-01-05-001,"PRY SCH, AFAHA ESSANG",AFAHA OBONG 1,5.003286,7.7742702,32.18181818,35.06060606,14.03030303,0.666666667,"['03-01-01-001', '03-01-01-007', '03-01-01-012', '03-01-02-003', '03-01-03-007', '03-01-04-001', '03-01-04-002', '03-01-04-004', '03-01-04-007', '03-01-05-004', '03-01-05-005', '03-01-05-007', '03-01-05-008', '03-01-05-010', '03-01-05-011', '03-01-05-012', '03-01-05-013', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-05-002,"VILLAGE HALL, URUK OBONG",AFAHA OBONG 1,5.059093,7.7397228,0,0,0,0,[]
03-01-05-003,"VILLAGE SQUARE, IKOT UDO UDOM",AFAHA OBONG 1,5.034131,7.7287703,11,44,22,0,['03-01-07-001']
03-01-05-004,"VILLAGE SQUARE, NNA ENIN",AFAHA OBONG 1,5.003286,7.7742702,2.303030303,14.39393939,2.696969697,0.666666667,"['03-01-01-001', '03-01-01-007', '03-01-01-012', '03-01-02-003', '03-01-03-007', '03-01-04-001', '03-01-04-002', '03-01-04-004', '03-01-04-007', '03-01-05-001', '03-01-05-005', '03-01-05-007', '03-01-05-008', '03-01-05-010', '03-01-05-011', '03-01-05-012', '03-01-05-013', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-05-005,"VILLAGE SQUARE, IKOT AKPAKPAN",AFAHA OBONG 1,5.003286,7.7742702,36.84848485,1,10.93939394,0.666666667,"['03-01-01-001', '03-01-01-007', '03-01-01-012', '03-01-02-003', '03-01-03-007', '03-01-04-001', '03-01-04-002', '03-01-04-004', '03-01-04-007', '03-01-05-001', '03-01-05-004', '03-01-05-007', '03-01-05-008', '03-01-05-010', '03-01-05-011', '03-01-05-012', '03-01-05-013', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-05-006,"VILLAGE SQUARE, IKOT AKPAN IKPONG",AFAHA OBONG 1,5.078974,7.7559309,46.28571429,3,35.42857143,1,"['03-01-06-002', '03-05-09-007', '03-05-09-009', '03-05-09-010', '03-05-09-014', '03-05-09-021', '03-05-09-022']"
03-01-05-007,"VILLAGE SQUARE, EBEBIT",AFAHA OBONG 1,5.003286,7.7742702,72.36363636,6.212121212,25.12121212,0.666666667,"['03-01-01-001', '03-01-01-007', '03-01-01-012', '03-01-02-003', '03-01-03-007', '03-01-04-001', '03-01-04-002', '03-01-04-004', '03-01-04-007', '03-01-05-001', '03-01-05-004', '03-01-05-005', '03-01-05-008', '03-01-05-010', '03-01-05-011', '03-01-05-012', '03-01-05-013', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-05-008,"PRY SCH, EBEBIT",AFAHA OBONG 1,5.003286,7.7742702,65.15151515,9.242424242,16.87878788,0.666666667,"['03-01-01-001', '03-01-01-007', '03-01-01-012', '03-01-02-003', '03-01-03-007', '03-01-04-001', '03-01-04-002', '03-01-04-004', '03-01-04-007', '03-01-05-001', '03-01-05-004', '03-01-05-005', '03-01-05-007', '03-01-05-010', '03-01-05-011', '03-01-05-012', '03-01-05-013', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-05-009,"PRIMARY SCHOOL, IKOT ODIONG",AFAHA OBONG 1,5.157214,7.9068617,35.33333333,26.33333333,18.66666667,15,"['03-10-02-007', '03-10-02-008', nan]"
03-01-05-010,"PRY SCH, ERIAM",AFAHA OBONG 1,5.003286,7.7742702,36.3030303,7.242424242,3.484848485,1.393939394,"['03-01-01-001', '03-01-01-007', '03-01-01-012', '03-01-02-003', '03-01-03-007', '03-01-04-001', '03-01-04-002', '03-01-04-004', '03-01-04-007', '03-01-05-001', '03-01-05-004', '03-01-05-005', '03-01-05-007', '03-01-05-008', '03-01-05-011', '03-01-05-012', '03-01-05-013', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-05-011,"VILLAGE SQUARE, ERIAM",AFAHA OBONG 1,5.003286,7.7742702,5.393939394,25.72727273,3.727272727,0.363636364,"['03-01-01-001', '03-01-01-007', '03-01-01-012', '03-01-02-003', '03-01-03-007', '03-01-04-001', '03-01-04-002', '03-01-04-004', '03-01-04-007', '03-01-05-001', '03-01-05-004', '03-01-05-005', '03-01-05-007', '03-01-05-008', '03-01-05-010', '03-01-05-012', '03-01-05-013', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-05-012,"VILLAGE SQUARE, EDEM ANWA",AFAHA OBONG 1,5.003286,7.7742702,38.36363636,2.03030303,22.27272727,0.666666667,"['03-01-01-001', '03-01-01-007', '03-01-01-012', '03-01-02-003', '03-01-03-007', '03-01-04-001', '03-01-04-002', '03-01-04-004', '03-01-04-007', '03-01-05-001', '03-01-05-004', '03-01-05-005', '03-01-05-007', '03-01-05-008', '03-01-05-010', '03-01-05-011', '03-01-05-013', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-05-013,"PRY SCH, EDEM ANWA",AFAHA OBONG 1,5.003286,7.7742702,1.818181818,1,3.484848485,0.666666667,"['03-01-01-001', '03-01-01-007', '03-01-01-012', '03-01-02-003', '03-01-03-007', '03-01-04-001', '03-01-04-002', '03-01-04-004', '03-01-04-007', '03-01-05-001', '03-01-05-004', '03-01-05-005', '03-01-05-007', '03-01-05-008', '03-01-05-010', '03-01-05-011', '03-01-05-012', '03-01-09-001', '03-01-09-002', '03-01-09-004', '03-01-09-005', '03-14-11-005', '03-28-05-007', '03-28-05-008', '03-01-01-019', '03-01-01-020', '03-01-01-023', '03-01-01-024', '03-01-01-025', '03-01-03-028', '03-01-02-008', '03-01-02-010', '03-01-09-008']"
03-01-06-002,"VILLAGE HALL, IKOT INYANG",AFAHA OBONG 11,5.083763,7.7603454,16.57142857,1.857142857,16,0.142857143,"['03-01-05-006', '03-05-09-007', '03-05-09-009', '03-05-09-010', '03-05-09-014', '03-05-09-021', '03-05-09-022']"
03-01-06-007,"V/H , UKANA MKPA EYOP",AFAHA OBONG 11,5.042563,7.7790256,17.5,8.5,0.5,1,"['03-01-06-009', '03-01-06-010']"
03-01-06-008,"VILLAGE SQUARE, IKOT UFEN",AFAHA OBONG 11,5.046326,7.7610246,143,31.25,24.75,1,"['03-01-06-012', '03-01-06-013', '03-01-06-017', '03-01-06-020']"
03-01-06-009,"PRY SCH, IKOT OBONG",AFAHA OBONG 11,5.041019,7.7732512,83,3.5,17.5,0.5,"['03-01-06-007', '03-01-06-010']"
03-01-06-010,"VILLAGE SQUARE , IKOT OBONG",AFAHA OBONG 11,5.041019,7.7732512,65.5,5,17,0.5,"['03-01-06-007', '03-01-06-009']"
03-01-06-012,"V/H, IKOT AKPABIO. I",AFAHA OBONG 11,5.049781,7.7688358,29.5,8.75,10.25,0.25,"['03-01-06-008', '03-01-06-013', '03-01-06-017', '03-01-06-020']"
03-01-06-013,"V/H, IKOT AKPABIO. II",AFAHA OBONG 11,5.049781,7.7688358,23,0,0.25,0.25,"['03-01-06-008', '03-01-06-012', '03-01-06-017', '03-01-06-020']"
03-01-06-015,"VILLAGE SQUARE, IKWEK",AFAHA OBONG 11,5.03322,7.751177,0,0,0,0,[]
03-01-06-017,"VILLAGE SQUARE, IKOT NDUE",AFAHA OBONG 11,5.049781,7.7688358,72,17.5,7.75,0.25,"['03-01-06-008', '03-01-06-012', '03-01-06-013', '03-01-06-020']"
03-01-06-018,"VILLAGE SQUARE, NTUKUK",AFAHA OBONG 11,5.020701,7.7735908,12,3,21,0,['03-01-06-022']
03-01-07-001,"CUSTOMARY COURT, IKOT ESHIET",MIDIM 1,5.029239,7.7211925,69,0.428571429,22.14285714,0,"['03-01-05-003', '03-01-07-011', '03-01-07-012', '03-01-08-004', '03-01-08-005', '03-05-03-013', '03-01-08-017']"
03-01-07-002,"V/H, IKOT EKIDUK",MIDIM 1,5.043597,7.6921202,120.1860465,1.976744186,11.79069767,0.906976744,"['03-01-07-003', '03-01-07-004', '03-01-07-005', '03-01-07-008', '03-01-07-009', '03-01-07-010', '03-01-07-013', '03-01-08-011', '03-01-08-012', '03-01-08-013', '03-05-01-007', '03-05-01-008', '03-05-01-010', '03-05-04-001', '03-05-04-002', '03-05-04-004', '03-05-04-008', '03-05-04-009', '03-05-04-011', '03-01-07-014', '03-01-07-015', '03-01-08-015', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
03-01-07-003,"VILLAGE SQUARE, IKOT EKIDUK",MIDIM 1,5.043597,7.6921202,38.3255814,2.11627907,11.74418605,0.906976744,"['03-01-07-002', '03-01-07-004', '03-01-07-005', '03-01-07-008', '03-01-07-009', '03-01-07-010', '03-01-07-013', '03-01-08-011', '03-01-08-012', '03-01-08-013', '03-05-01-007', '03-05-01-008', '03-05-01-010', '03-05-04-001', '03-05-04-002', '03-05-04-004', '03-05-04-008', '03-05-04-009', '03-05-04-011', '03-01-07-014', '03-01-07-015', '03-01-08-015', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
03-01-07-004,"PRY SCH, IKOT IKPE",MIDIM 1,5.043597,7.6921202,68,23.60465116,15.88372093,9.325581395,"['03-01-07-002', '03-01-07-003', '03-01-07-005', '03-01-07-008', '03-01-07-009', '03-01-07-010', '03-01-07-013', '03-01-08-011', '03-01-08-012', '03-01-08-013', '03-05-01-007', '03-05-01-008', '03-05-01-010', '03-05-04-001', '03-05-04-002', '03-05-04-004', '03-05-04-008', '03-05-04-009', '03-05-04-011', '03-01-07-014', '03-01-07-015', '03-01-08-015', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
03-01-07-005,"V/H, IKOT EFANG",MIDIM 1,5.043597,7.6921202,79.25581395,29.74418605,27.09302326,3.186046512,"['03-01-07-002', '03-01-07-003', '03-01-07-004', '03-01-07-008', '03-01-07-009', '03-01-07-010', '03-01-07-013', '03-01-08-011', '03-01-08-012', '03-01-08-013', '03-05-01-007', '03-05-01-008', '03-05-01-010', '03-05-04-001', '03-05-04-002', '03-05-04-004', '03-05-04-008', '03-05-04-009', '03-05-04-011', '03-01-07-014', '03-01-07-015', '03-01-08-015', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
03-01-07-006,"PRY SCH, NTO OTONG",MIDIM 1,5.020737,7.7433678,41,3,5.333333333,1,"['03-01-03-008', '03-01-07-007', '03-01-07-016']"
03-01-07-007,"V/H, NTO OTONG",MIDIM 1,5.020737,7.7433678,61,9.666666667,24,0.333333333,"['03-01-03-008', '03-01-07-006', '03-01-07-016']"
03-01-07-008,"V/H, IKOT UKO",MIDIM 1,5.043597,7.6921202,38.3255814,8.255813953,15.8372093,0.906976744,"['03-01-07-002', '03-01-07-003', '03-01-07-004', '03-01-07-005', '03-01-07-009', '03-01-07-010', '03-01-07-013', '03-01-08-011', '03-01-08-012', '03-01-08-013', '03-05-01-007', '03-05-01-008', '03-05-01-010', '03-05-04-001', '03-05-04-002', '03-05-04-004', '03-05-04-008', '03-05-04-009', '03-05-04-011', '03-01-07-014', '03-01-07-015', '03-01-08-015', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
03-01-07-009,"VILLAGE SQUARE, IKOT UKO",MIDIM 1,5.043597,7.6921202,12.74418605,11.18604651,31.23255814,0.906976744,"['03-01-07-002', '03-01-07-003', '03-01-07-004', '03-01-07-005', '03-01-07-008', '03-01-07-010', '03-01-07-013', '03-01-08-011', '03-01-08-012', '03-01-08-013', '03-05-01-007', '03-05-01-008', '03-05-01-010', '03-05-04-001', '03-05-04-002', '03-05-04-004', '03-05-04-008', '03-05-04-009', '03-05-04-011', '03-01-07-014', '03-01-07-015', '03-01-08-015', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
03-01-07-010,"V/H, IKOT ANYAKANA",MIDIM 1,5.043597,7.6921202,4.651162791,3.139534884,14.81395349,0.906976744,"['03-01-07-002', '03-01-07-003', '03-01-07-004', '03-01-07-005', '03-01-07-008', '03-01-07-009', '03-01-07-013', '03-01-08-011', '03-01-08-012', '03-01-08-013', '03-05-01-007', '03-05-01-008', '03-05-01-010', '03-05-04-001', '03-05-04-002', '03-05-04-004', '03-05-04-008', '03-05-04-009', '03-05-04-011', '03-01-07-014', '03-01-07-015', '03-01-08-015', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
03-01-07-011,"PRY SCH, ATAN MIDIM",MIDIM 1,5.023191,7.7267337,45,12,14,0,"['03-01-07-001', '03-01-07-012', '03-01-08-004', '03-01-08-005', '03-05-03-013', '03-01-08-017']"
03-01-07-012,"VILLAGE HALL, ATAN MIDIM",MIDIM 1,5.023191,7.7267337,50.83333333,9.666666667,16.33333333,0,"['03-01-07-001', '03-01-07-011', '03-01-08-004', '03-01-08-005', '03-05-03-013', '03-01-08-017']"
03-01-07-013,"V/H, IKOT EDEDE",MIDIM 1,5.043597,7.6921202,29.11627907,7.093023256,2.581395349,0.906976744,"['03-01-07-002', '03-01-07-003', '03-01-07-004', '03-01-07-005', '03-01-07-008', '03-01-07-009', '03-01-07-010', '03-01-08-011', '03-01-08-012', '03-01-08-013', '03-05-01-007', '03-05-01-008', '03-05-01-010', '03-05-04-001', '03-05-04-002', '03-05-04-004', '03-05-04-008', '03-05-04-009', '03-05-04-011', '03-01-07-014', '03-01-07-015', '03-01-08-015', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
03-01-08-002,"PRY SCH, IKOT IMO",MIDIM 11,5.014752,7.7314859,42.875,16.75,26.625,2.125,"['03-01-03-008', '03-01-08-003', nan, nan, nan, nan, nan, nan]"
03-01-08-003,"VILLAGE SQUARE, IKOT IMO",MIDIM 11,5.014752,7.7314859,9.125,1.25,27.375,1,"['03-01-03-008', '03-01-08-002', nan, nan, nan, nan, nan, nan]"
